name,ean,category,subcategory,price_gross,price_net,price_tax
Pringles Sour Cream & Onion 70g,5053990125050,Snoep & Chips,Chips,1.29,1.18,0.11
Dr. Oetker Professional Bakspray 6 st 600ml,8710466272928,Bakken,Bak- & Kookingrediënten,4.99,4.58,0.41
Koopmans Professioneel American Pancakemix Compleet 6 st 1000g,8710466265920,Bakken,Bak- & Kookingrediënten,3.79,3.48,0.31
Koopmans Professioneel Crêpemix Compleet 6 st 1000g,8710466279026,Bakken,Bak- & Kookingrediënten,4.99,4.58,0.41
Fine Life Puddingbroodjes 2st (Netherlands),2268860000006,Bakkerij,Cake & gebak,2.29,2.1,0.19
Pukka Blackcurran Beauty 20 st 80g,5060229013873,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Pukka Elegant Breakfast 20 st 80g,5060229013927,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Pukka Feel New 20 st 80g,5060519144133,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Pukka Gingseng Matcha 20 st 80g,5060229014535,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Pukka Gorgeous Earl Grey 20 st 80g,5060229013941,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Pukka Lemon Ginger Honey 20 st 80g,5060229013910,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Pukka Lemongrass Ginger 20 st 80g,5060229013804,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Pukka Matcha Green 20 st 80g,5060229014474,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Pukka Mint Refresh 20 st 80g,5060229014849,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Pukka Night Time 20 st 80g,5060229013774,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Pukka Relax 20 st 80g,5060229013668,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Pukka Three Ginger 20 st 80g,5060229013767,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Pukka Three Mint 20 st 80g,5060229013750,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Pukka Tumeric Active 20 st 80g,5060519140777,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Pukka Vanilla Chai 20 st 80g,5060229013743,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Pukka Vanille Honing 20 st 80g,5060229013798,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Pukka Wild Apple Cinnamon 20 st 80g,5060229013866,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Pukka Wonderberry 20 st 80g,5060229017697,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Pur Pain Bio Hamburgerbroodje Rond Sesam 6 st 480g (Netherlands),5420019833812,Bakkerij,Broodjes,4.29,3.94,0.35
Quaker Cruesli 4 Noten 450g,8710398516947,Ontbijt,Cornflakes & Granen,2.99,2.74,0.25
Quaker Cruesli Chocolade 450g,8710398517005,Ontbijt,Cornflakes & Granen,2.99,2.74,0.25
Quaker Cruesli Luchtig Natural 375g,8710398161635,Ontbijt,Cornflakes & Granen,2.99,2.74,0.25
Quaker Granola Naturel 450g,8710398503183,Ontbijt,Cornflakes & Granen,2.69,2.47,0.22
Quaker Havermout XL 600g,8710398507631,Ontbijt,Cornflakes & Granen,1.49,1.37,0.12
Quaranta Nougat Taartpunt Chocolade Creme 165g (Netherlands),8009650015800,Snoep & Chips,Zoete hapjes & gebak,4.79,4.39,0.4
Quaranta Nougat Taartpunt Fruit 165g (Netherlands),8009650015817,Snoep & Chips,Zoete hapjes & gebak,4.79,4.39,0.4
Quiche Lorraine 350 gr,8718215380757,Maaltijden en Gemak,Maaltijden,3.49,3.2,0.29
Quiche Spinazie mozzarella tomaat courgette 350 gram,8718215381624,Maaltijden en Gemak,Maaltijden,3.49,3.2,0.29
QUICHE ZALM/BROCCOLI 350G,8718215383130,Maaltijden en Gemak,Maaltijden,3.49,3.2,0.29
Raffaelo Confetteria 8 st 80g,8000500311585,Snoep & Chips,Chocolade,2.99,2.74,0.25
RAW Organic Food Chiazaad 250g,8718546991202,"Pasta, Rijst & Granen",Granen,4.29,3.94,0.35
Raw Organic Food Chiazaad 250 g,8718546991202,Ontbijt,Cornflakes & Granen,3.99,3.66,0.33
Raw Organic Food Hennepzaad 250 g,8718546991240,Ontbijt,Cornflakes & Granen,4.19,3.84,0.35
Red Band Eucamenthol Eurolijn 166g,87138818,Snoep & Chips,Kauwgom & Mints,0.99,0.91,0.08
"Red Bull Energy Blue Edition 0,25L",9002490219659,Drankjes,Energiedranken,1.39,1.28,0.11
"Red Bull Energy Kokos & Blauwe Bes 0,25L",90433726,Drankjes,Energiedranken,1.39,1.28,0.11
"Red Bull Energy Regular 0,25L",90162909,Drankjes,Energiedranken,1.39,1.28,0.11
"Red Bull Energy Suikervrij 0,25L",90162800,Drankjes,Energiedranken,1.39,1.28,0.11
"Red Bull Energy Tropical Edition 0,25L",90415715,Drankjes,Energiedranken,1.39,1.28,0.11
"Red Bull Energy Zero 0,25L",90415036,Drankjes,Energiedranken,1.39,1.28,0.11
Remia American Fritessaus 800ml (Netherlands),8710448632221,"Olie, Sauzen & Specerijen",Snacksauzen,2.79,2.56,0.23
Remia Salata Caesar 800ml (Netherlands),N/A,"Olie, Sauzen & Specerijen",Dressing,3.59,3.29,0.3
Remia Salata Honing Mosterd 800ml,8710448634713,"Olie, Sauzen & Specerijen",Dressing,3.49,3.2,0.29
Remia Salata Magere Yoghurt 800ml (Netherlands),N/A,"Olie, Sauzen & Specerijen",Dressing,3.59,3.29,0.3
Remia Salata Naturel 800ml (Netherlands),N/A,"Olie, Sauzen & Specerijen",Dressing,3.59,3.29,0.3
Remia Satésaus kant en klaar 325g,8710448636540,"Olie, Sauzen & Specerijen",Sauzen,1.49,1.37,0.12
Rennie Pepermunt Kauwtabletten 48st,8713091022159,Drogisterij & Cosmetica,Gezondheid,6.59,6.05,0.54
Rettich 1st,2000006538086,Fruit & Groente,Verse Groenten,1.09,1.0,0.09
Rians La Crème Brûlée 2 st Vanille Bourbon 200g (Netherlands),3184670007808,Zuivel & Eieren,Desserts,2.49,2.28,0.21
Conimex Rijstnoedels 5mm 225g (China),8712100837654,"Pasta, Rijst & Granen",Pasta,2.29,2.1,0.19
Rioba Dark Roast Italian Espresso Koffiebonen 1000g,8711576261819,"Koffie, Thee & Cacao",Bonen,12.99,11.92,1.07
Rioba Dark Roast Espresso Koffiebonen 1000g,8711576261796,"Koffie, Thee & Cacao",Bonen,9.99,9.17,0.82
Rioba Halfvolle melk UHT 1L,8711576278855,Zuivel & Eieren,Melk,0.99,0.91,0.08
Rioba Slagroom Gezoet 700ml (Netherlands),4333465097176,Zuivel & Eieren,Kwark & Yoghurt,6.49,5.95,0.54
Rioba Volle melk UHT 1L,8711576278879,Zuivel & Eieren,Melk,1.09,1.0,0.09
Riso Vignola Quinoa 500 gram,8002130207474,Ontbijt,Cornflakes & Granen,3.29,3.02,0.27
"Rivella 0,33L",8715600220018,Drankjes,Frisdranken,0.89,0.82,0.07
Rocky Mountain marshmallows classic 300 gram,54300090018,Snoep & Chips,Snoep,2.29,2.1,0.19
Rode Bieten 1st,2899320000009,Fruit & Groente,Verse Groenten,0.45,0.41,0.04
Rode Kool 1st,8716668131599,Fruit & Groente,Verse Groenten,1.69,1.55,0.14
HAK Rode Kool 355g,8720600609367,Fruit & Groente,Groenten in blik,1.59,1.46,0.13
Rode Noorse Gerookte Zalm 200g,,,,6.99,6.41,0.58
Roerbak Italiaans 500 gram,8716668081672,Fruit & Groente,Gesneden groenten,2.25,2.06,0.19
Sla Romaine 1st,8426641000063,Fruit & Groente,Salade,0.99,0.91,0.08
Bakkernij Roomboter Applekruimel Pencees 1st (Netherlands),8710565006226,Bakkerij,Cake & gebak,2.99,2.74,0.25
Roots Espresso Dark Roast Koffiebonen 500g,8711363375699,"Koffie, Thee & Cacao",Bonen,5.99,5.5,0.49
Roots Espresso Extra Dark Roast Bio Koffiebonen 500g,8711363375835,"Koffie, Thee & Cacao",Bonen,5.99,5.5,0.49
Roots Espresso Medium Roast Koffiebonen 500g,8711363375552,"Koffie, Thee & Cacao",Bonen,5.99,5.5,0.49
Roseval Aardappelen 2500g,8710376112277,Fruit & Groente,Verse Groenten,5.69,5.22,0.47
Royal Club Cassis 1L,8715600227796,Drankjes,Frisdranken,1.69,1.55,0.14
Royal Club Tonic 1L,8715600227659,Drankjes,Bittere dranken,1.69,1.55,0.14
Royal Club Tonic Light 1L,8715600241013,Drankjes,Bittere dranken,1.69,1.55,0.14
Appel Royal Gala 1st,8713893183416,Fruit & Groente,Vers fruit,0.45,0.41,0.04
Rozemarijn 70g,8716668136815,Fruit & Groente,Verse Kruiden,1.89,1.73,0.16
Rundercarpaccio Diepvries 800g,8713603012807,,,14.99,13.75,1.24
Maggi Rundvlees Bouillon Tabletten Voordeelpak 12 st 123g,7613037685824,"Olie, Sauzen & Specerijen",Bouillion,1.49,1.37,0.12
Fine Life Rustique Donker Heel 1st,2225010000002,Bakkerij,Brood,1.89,1.73,0.16
Fine Life Rustique Granen Heel 1st,2225000000005,Bakkerij,Brood,1.89,1.73,0.16
Fine Life Rustique Koren Heel 1st,2225020000009,Bakkerij,Brood,1.89,1.73,0.16
Fine Life Rustique Mais Heel 1st,2260010000003,Bakkerij,Brood,2.39,2.19,0.2
Salademix noten 250g,8711576275403,Fruit & Groente,Salade,3.79,3.48,0.31
Salie 70g,8711576064649,Fruit & Groente,Verse Kruiden,1.79,1.64,0.15
Häagen-Dazs Salted Caramel Pint 460ml,3415581114713,Diepvries,Sundaes,5.79,5.31,0.48
Conimex Sambal Manis 200g (China),8714100748282,"Olie, Sauzen & Specerijen",Sauzen,1.79,1.64,0.15
Conimex Sambal Oelek 200g (China),87141122,"Olie, Sauzen & Specerijen",Sauzen,1.59,1.46,0.13
"San Pellegrino 0,75L",8002270000232,Drankjes,Water,1.09,1.0,0.09
San Pellegrino 1L Pet,,Drankjes,Water,1.09,1.0,0.09
Santa Maria Burrito Seasoning Mix Original 28g,7311310313999,"Olie, Sauzen & Specerijen",Kruiden,0.89,0.82,0.07
Santa Maria Chili Con Carne Seas Mix Original 28g,7311310314026,"Olie, Sauzen & Specerijen",Kruiden,0.89,0.82,0.07
Santa Maria Chunky Wrap Salsa Medium 230g,7311312001481,"Olie, Sauzen & Specerijen",Sauzen,1.59,1.46,0.13
Santa Maria Chunky Wrap Salsa Mild 230g,7311312001474,"Olie, Sauzen & Specerijen",Sauzen,1.59,1.46,0.13
Santa Maria Dip Mix Guacamole 15g,7311311003455,"Olie, Sauzen & Specerijen",Kruiden,0.89,0.82,0.07
Santa Maria Faijta Seas Mix Original 28g,7311310313678,"Olie, Sauzen & Specerijen",Kruiden,0.89,0.82,0.07
Santa Maria Taco Seasoning Mix Original 28g,7311310310172,"Olie, Sauzen & Specerijen",Kruiden,0.89,0.82,0.07
Santa Maria Taco Shells 135g,7311310380342,"Pasta, Rijst & Granen",Granen,1.69,1.55,0.14
Wijko Saté Saus Hot Kant en Klaar 500ml (Duitsland),8718053070155,"Olie, Sauzen & Specerijen",Snacksauzen,2.79,2.56,0.23
Calve Saus Samba 320ml (Netherlands),8712100339141,"Olie, Sauzen & Specerijen",Snacksauzen,1.99,1.83,0.16
Schär Glutenvrije Wraps 2st 160g,8008698011683,"Pasta, Rijst & Granen",Granen,2.49,2.28,0.21
Red Band Schatkistjes 228g,8713800122521,Snoep & Chips,Snoep,1.99,1.83,0.16
Barilla Selezione Oro Chef Fusilli no. 98 1000g (Italië),8076809528078,"Pasta, Rijst & Granen",Pasta,3.49,3.2,0.29
Wagner Sensazione Mozzarella 350g,4009233016846,Maaltijden en Gemak,Diepvries Pizza,2.99,2.74,0.25
Wagner Sensazione Salame 320g,4009233016808,Maaltijden en Gemak,Diepvries Pizza,2.99,2.74,0.25
Wagner Sensazione Speciale 360g,4009233016815,Maaltijden en Gemak,Diepvries Pizza,2.99,2.74,0.25
Senseo Café Latte Koffiepads 8 Stuks,8711000300091,"Koffie, Thee & Cacao",Cups & Pads,2.29,2.1,0.19
Senseo Cappuccino Caramel Koffiepads 8 Stuks,4047046008436,"Koffie, Thee & Cacao",Cups & Pads,2.29,2.1,0.19
Senseo Koffiepads Gold 48 st,8711000449165,"Koffie, Thee & Cacao",Cups & Pads,6.99,6.41,0.58
Senseo Strong Koffiepads Voordeelpak 48 Stuks,8711000341186,"Koffie, Thee & Cacao",Cups & Pads,4.89,4.49,0.4
Sereh Citroengras 100g,8717662026485,Fruit & Groente,Verse Groenten,1.99,1.83,0.16
Serrano Chorizo Sarta Pikant 200g,8411030051207,Slagerij,Gedroogde Worst,2.99,2.74,0.25
Serrano Fuet Naturel 180g,8411030052167,Slagerij,Gedroogde Worst,2.79,2.56,0.23
Serrano Ham XXL 250g,8411030039694,Slagerij,Internationale Vleeswaren,5.49,5.04,0.45
SERR TAPAS MIX 150G,8411030051955,Slagerij,Gedroogde Worst,3.29,3.02,0.27
Shii-Take Paddenstoel 275g,8711855490671,Fruit & Groente,Verse Groenten,5.99,5.5,0.49
Simon Lévelt Premium Organic Tea Ceylon Original 90g,8711138664140,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Simon Lévelt Premium Organic Tea Darjeeling Finest 90g,8711138664119,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Simon Lévelt Premium Organic Tea Earl Grey Original 90g,8711138664126,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Simon Lévelt Premium Organic Tea Jasmin Green 90g,8711138664157,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Simon Lévelt Premium Organic Tea Lemongrass Green 90g,8711138664096,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Simon Lévelt Premium Organic Tea Rooibos Orange Lemon 90g,8711138664102,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Simon Lévelt Premium Organic Tea Sencha Finest 90g,8711138664133,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Simply V Geraspte Kaas Vegan,4 26044 49611 83,Vegan & Vegetarisch,Veganistische Kaas,3.99,3.66,0.33
Simply V Plakken Kaas Vegan,260444961152,Vegan & Vegetarisch,Veganistische Kaas,3.99,3.66,0.33
Simply V Roomkaas Kruiden Vegan,4 26044 49604 90,Vegan & Vegetarisch,Veganistische Kaas,3.99,3.66,0.33
Sinaasappel 1st,4000007001136,Fruit & Groente,Vers fruit,0.69,0.63,0.06
Sjalotten 500g,8437021460018,Fruit & Groente,Verse Groenten,0.89,0.82,0.07
Sla Babyleaf Mesclun 125g,8714745502560,Fruit & Groente,Salade,1.49,1.37,0.12
Sla Frisee Fijn 1st,5400357003603,Fruit & Groente,Salade,2.99,2.74,0.25
Sla Jonge Bladsla Veld.75g Pp,8718868640178,Fruit & Groente,Salade,1.09,1.0,0.09
Sla Krop,716668146449,Fruit & Groente,Salade,0.79,0.72,0.07
Sla met Bloemen 100g,8718868640093,Fruit & Groente,Salade,3.39,3.11,0.28
Slow Food Masters Pulled Beef 2 st 1000g,8718868609816,,,19.99,18.34,1.65
Slow Food Masters Pulled Chicken 2 st 1000g,8718868609915,,,14.99,13.75,1.24
Slow Food Masters Pulled Pork 2 st 1000g,8718868609670,,,16.99,15.59,1.4
Slow Food Masters Vegan Smoked Pulled Jackfruit 1st,8719325221718,Vegan & Vegetarisch,Vleesvervangers,16.99,15.59,1.4
Maggi Smaakmaker Groentesoep Pakjes 2 st 78g,7613034523174,"Olie, Sauzen & Specerijen",Bouillion,1.49,1.37,0.12
"Smaakt Bio Volkoren Rijstwafels met quino, glutenvrij 100g",8718469777631,Bakkerij,Crackers & beschuit,0.89,0.82,0.07
Smaakt Bio Volkoren Speltmeel 400g,8718469777723,Bakken,Bak- & Kookingrediënten,2.29,2.1,0.19
Smaakt Speltbloem Bio 400g,8718469777730,Bakken,Bak- & Kookingrediënten,2.29,2.1,0.19
Smeding Fruitsalade 250g bakje,8717215012989,Fruit & Groente,Vers fruit,2.49,2.28,0.21
Smeding Venkel Verpakt Bio 1st,8426641001862,Fruit & Groente,Verse Groenten,1.09,1.0,0.09
Smelik Kaaszoutjes 5 st 475g,8710775123454,Snoep & Chips,Chips,7.99,7.33,0.66
Smoothie Aardbei Banaan 250ml,8718096110610,Drankjes,Verse Sappen,1.99,1.83,0.16
Smoothie Avocado Mango 250ml,8718096149047,Drankjes,Verse Sappen,1.99,1.83,0.16
Smoothie Mango Passie 250ml,8718096110634,Drankjes,Verse Sappen,1.99,1.83,0.16
Snackmix Tomaat 500g,8718868684370,Fruit & Groente,Verse Groenten,2.99,2.74,0.25
Snacktomaatjes 500g,8717953224859,Fruit & Groente,Verse Groenten,2.99,2.74,0.25
Snelle Jelle Kruidkoek 5 st 325g (Netherlands),8710432061945,Snoep & Chips,Mueslirepen & gezonde snacks,1.99,1.83,0.16
Snelle Jelle Kruidkoek Tussendoor 6 st 216g (Netherlands),8710432281930,Snoep & Chips,Mueslirepen & gezonde snacks,1.79,1.64,0.15
Snelle Jelle Kruidkoek Zero 4 st 144g (Netherlands),8710432611935,Snoep & Chips,Mueslirepen & gezonde snacks,1.89,1.73,0.16
Snickers 50g,5000159461122,Snoep & Chips,Chocolade,0.79,0.72,0.07
Snickers IJs 6 st 318ml,5000159344074,Diepvries,Sundaes,2.99,2.74,0.25
Snijbonen 400g,8716668006057,Fruit & Groente,Verse Groenten,2.59,2.38,0.21
Red Band Snoepmix Feest 200g,8713800134920,Snoep & Chips,Snoep,2.09,1.92,0.17
Red Band Snoepmix Original 220g,8713800134951,Snoep & Chips,Snoep,1.49,1.37,0.12
Soepgroente 250gr Fs,8718477801199,Fruit & Groente,Gesneden groenten,1.09,1.0,0.09
Soepgroenten 500g,8718477601102,Fruit & Groente,Gesneden groenten,1.99,1.83,0.16
Kikkoman Sojasaus Minder Zout 150ml,8715035130104,"Olie, Sauzen & Specerijen",Sauzen,2.99,2.74,0.25
Ola Solero Exotic 3 st 88ml,8712100889288,Diepvries,Sundaes,3.49,3.2,0.29
Soubry Bloem Patisserie 1kg,5410028810577,Bakken,Bak- & Kookingrediënten,1.19,1.09,0.1
Souvlaki Steak 2 st 300g,8711576189236,,,3.69,3.39,0.3
So Vegan So Fine Brinkers Chocoladepasta 270g,8710573626188,Ontbijt,Zoet broodbeleg,2.99,2.74,0.25
"Spa Citroen 0,5L",5410013122753,Drankjes,Water,1.05,0.96,0.09
Spa Duo Zwarte Bes & Framboos 1L,5410013152101,Drankjes,Water,1.49,1.37,0.12
"Spa Finesse mineraalwater licht bruisend 0,5L",24456500052061,Drankjes,Water,0.59,0.54,0.05
"Spa Fruit Citrus 0,5L",5410013159001,Drankjes,Water,0.99,0.91,0.08
Barilla Spaghettini no. 3 500g (Italië),8076800195033,"Pasta, Rijst & Granen",Pasta,1.59,1.46,0.13
Barilla Spaghettoni no. 7 500g (Italië),8076808150072,"Pasta, Rijst & Granen",Pasta,1.49,1.37,0.12
Spa Intense 1L,5410013114697,Drankjes,Water,0.99,0.91,0.08
"Spa Reine 0,33L",5410013102502,Drankjes,Water,0.49,0.45,0.04
"Spa Reine 0,5L",410013128267,Drankjes,Water,0.59,0.54,0.05
Spa Reine 1L,5410013107231,Drankjes,Water,0.99,0.91,0.08
Spa Touch of Blackcurrant 1L,5410013111900,Drankjes,Water,1.29,1.18,0.11
Spa Touch of Coconut 1L,5410013160700,Drankjes,Water,1.29,1.18,0.11
Spa Touch of Grapefruit 1L,5410013154396,Drankjes,Water,1.29,1.18,0.11
Spa Touch of Lemon 1L,5410013153504,Drankjes,Water,1.29,1.18,0.11
Spa Touch of Lime Jasmin 1L,5410013186595,Drankjes,Water,1.19,1.09,0.1
Spa Touch of Mint 1L,5410013153108,Drankjes,Water,1.19,1.09,0.1
Spa Touch of Orange 1L,5410013187677,Drankjes,Water,1.19,1.09,0.1
Spa Touch of Raspberry Apple 1L,5410013185093,Drankjes,Water,1.19,1.09,0.1
Spa Touch of Strawberry Mint 1L,5410013189008,Drankjes,Water,1.19,1.09,0.1
Spa Touch of Watermelon Kiwi 1L,5410013163831,Drankjes,Water,1.19,1.09,0.1
Kellogg's Special K Melkchocolade 300g,5050083251146,Ontbijt,Cornflakes & Granen,3.19,2.93,0.26
Kellogg's Special K Original 375g,5053827138017,Ontbijt,Cornflakes & Granen,3.19,2.93,0.26
Kellogg's Special K Noten & Zaden 330g,5053827204620,Ontbijt,Cornflakes & Granen,3.59,3.29,0.3
Kellogg's Special K Rode Vruchten 300g,3159470200087,Ontbijt,Cornflakes & Granen,3.39,3.11,0.28
Sperziebonen 500g,,Fruit & Groente,Verse Groenten,2.99,2.74,0.25
HAK Sperziebonen 370ml,8720600609442,Fruit & Groente,Groenten in blik,1.39,1.28,0.11
Sperziebonen panklaar 500G,8710401991495,Fruit & Groente,Gesneden groenten,2.59,2.38,0.21
HAK Spinazie met Room 370g,8720600608964,Fruit & Groente,Groenten in blik,1.99,1.83,0.16
Spitskool 1st,8712785003573,Fruit & Groente,Verse Groenten,1.89,1.73,0.16
Sportlife Frozn Arctic Mint 18g,8711400408601,Snoep & Chips,Kauwgom & Mints,0.79,0.72,0.07
Sportlife Frozn Deep 18g,8711400408588,Snoep & Chips,Kauwgom & Mints,0.79,0.72,0.07
Sportlife Hotmint 18g,8711400408571,Snoep & Chips,Kauwgom & Mints,0.79,0.72,0.07
Sportlife Peppermint 18g,8711400408564,Snoep & Chips,Kauwgom & Mints,0.79,0.72,0.07
Stimorol Ice Pepermint Flavour Sugar Free Voordeelverpakking 3st,7622210853288,Snoep & Chips,Kauwgom & Mints,1.79,1.64,0.15
Sugar Snaps 200g,8718963287643,Fruit & Groente,Verse Groenten,1.99,1.83,0.16
Surprise Ei 120g,,Snoep & Chips,Koekjes,0.99,0.91,0.08
Sushi Kansai 430gr,8715153205487,Maaltijden en Gemak,Convenience,7.49,6.87,0.62
Sushi Mount Fuji 367gr,8715153205470,Maaltijden en Gemak,Convenience,9.99,9.17,0.82
Sushi Osaka 137gr,8715153205425,Maaltijden en Gemak,Convenience,3.99,3.66,0.33
Sushi Poke Bowl Veggie,8715153205210,Maaltijden en Gemak,Convenience,4.79,4.39,0.4
Sushi Poke Bowl Zalm,8715153205319,Maaltijden en Gemak,Convenience,4.99,4.58,0.41
Sushi Yoshino 152gr,8715153205432,Maaltijden en Gemak,Convenience,5.29,4.85,0.44
Patak's Sweet Mango Chutney 340g,5011308303040,"Olie, Sauzen & Specerijen",Kruiden,1.99,1.83,0.16
Tabasco pepersaus rood 60ml doos,11210115231,"Olie, Sauzen & Specerijen",Overige Sauzen,2.29,2.1,0.19
Grand'Italia Tagliatelle all'Uovo 500g (Italië),8000050840924,"Pasta, Rijst & Granen",Pasta,2.79,2.56,0.23
Patak's Tandoori Saus 450g,5011308500937,"Olie, Sauzen & Specerijen",Kruiden,1.99,1.83,0.16
Tante Fanny Flinterdun Filo- & Strudeldeeg 120g,9120003414930,Bakken,Bak- & Kookingrediënten,1.99,1.83,0.16
Tante Fanny Vers Bladerdeeg 270g,9120003412394,Bakken,Bak- & Kookingrediënten,1.69,1.55,0.14
Tante Fanny Vers Flammkuchendeeg 260g,9120003413643,Bakken,Bak- & Kookingrediënten,1.99,1.83,0.16
Tante Fanny Vers Pizzadeeg 400g,9120003412165,Bakken,Bak- & Kookingrediënten,2.19,2.01,0.18
Tante Fanny Vers Pizzadeeg met Tomatensaus 600g,9120003412363,Bakken,Bak- & Kookingrediënten,2.49,2.28,0.21
Tante Fanny Vers Quiche- & Taartdeeg 300g,9120003412578,Bakken,Bak- & Kookingrediënten,1.99,1.83,0.16
Tartuforo Truffeltapenade 80g,8018965030682,Maaltijden en Gemak,Convenience,4.99,4.58,0.41
Tarwelbloem 1000g,5400151001232,Bakken,Bak- & Kookingrediënten,0.99,0.91,0.08
Tauge 125g,8711839001008,Fruit & Groente,Verse Groenten,0.99,0.91,0.08
Tauge 125gr Pp,8716668135610,Fruit & Groente,Verse Groenten,0.99,0.91,0.08
TB Kaiserbroodjes  4 st 200g (om zelf af te bakken),8719089004985,Bakkerij,Afbakbroodjes,0.99,0.91,0.08
The Master Bakery Les Patrons Brood Donker 800g (Netherlands),8717241068035,Bakkerij,Brood,3.49,3.2,0.29
Lotus The Original Pasta Speculoos 400g,5410126006957,Ontbijt,Zoet broodbeleg,2.69,2.47,0.22
Thijm 70g,8716668136860,Fruit & Groente,Verse Kruiden,1.79,1.64,0.15
Patak's Tika Masala Saus 450g,5011308501019,"Olie, Sauzen & Specerijen",Kruiden,1.99,1.83,0.16
Venco Tikkels drop 45g,8714200211440,Snoep & Chips,Drop,0.49,0.45,0.04
Tomaat Cherry Rood 250g,8717496832733,Fruit & Groente,Verse Groenten,1.29,1.18,0.11
Tompouce 4 St.,,Bakkerij,Cake & gebak,2.25,2.06,0.19
Tonijnstukken in Water 185g,4337182003328,Vis,Visconcerven,1.39,1.28,0.11
Tonijnstukken in Zonnebloemolie 185g,4337182003298,Vis,Visconcerven,1.39,1.28,0.11
Tony's Chocolonely Amandel Zeezout 180g,8717677336722,Snoep & Chips,Chocolade,2.79,2.56,0.23
Tony's Chocolonely Chocolademelk 1L,8717677337767,Drankjes,Sap,1.99,1.83,0.16
Tony's Chocolonely Coffee Crunch 180g,8717677335039,Snoep & Chips,Chocolade,3.29,3.02,0.27
Tony's Chocolonely Donkere Melk 180g,8717677338597,Snoep & Chips,Chocolade,2.79,2.56,0.23
Tony's Chocolonely Framboos & Knettersuiker 180g,8717677337828,Snoep & Chips,Chocolade,2.79,2.56,0.23
Tony's Chocolonely Kaneelbiscuit 180g,8719956490637,Snoep & Chips,Chocolade,2.79,2.56,0.23
Tony's Chocolonely Karamel Zeezout 180g,8717677334667,Snoep & Chips,Chocolade,2.89,2.65,0.24
Tony's Chocolonely Melk 180g,8717677334094,Snoep & Chips,Chocolade,2.79,2.56,0.23
Tony's Chocolonely Melk Hazelnoot 180g,8717677332175,Snoep & Chips,Chocolade,2.79,2.56,0.23
Tony's Chocolonely Melk Noga 180g,8717677333936,Snoep & Chips,Chocolade,2.79,2.56,0.23
Tony's Chocolonely Meringue Kers 180g,8717677335015,Snoep & Chips,Chocolade,3.29,3.02,0.27
Tony's Chocolonely Pecan Kokos 180g,8717677336050,Snoep & Chips,Chocolade,2.79,2.56,0.23
Tony's Chocolonely Pretzel Toffee 180g,8717677338610,Snoep & Chips,Chocolade,2.79,2.56,0.23
Tony's Chocolonely Puur 180g,8717677334117,Snoep & Chips,Chocolade,2.79,2.56,0.23
Tony's Chocolonely Shortbread Karamel 180g,8719956490309,Snoep & Chips,Chocolade,2.99,2.74,0.25
Tony's Chocolonely Stracciatella 180g,8717677339204,Snoep & Chips,Chocolade,2.79,2.56,0.23
Tony's Chocolonely Tiny Alle Smaken van de Regenboog 180g,8719956492662,Snoep & Chips,Chocolade,5.89,5.4,0.49
Tony's Chocolonely Tiny Karamel Zeezout 180g,8719956492648,Snoep & Chips,Chocolade,4.99,4.58,0.41
Tony's Chocolonely Wit 180g,8717677337842,Snoep & Chips,Chocolade,2.79,2.56,0.23
Topdrop 4 st 47g,5420019833812,Snoep & Chips,Drop,1.59,1.46,0.13
Aarts Topping aardbeien 850ml,8710277748971,Fruit & Groente,Fruit in blik,5.39,4.94,0.45
Toppits Aluminiumfolie 10 meter,4008871206084,Huishouden,Keuken,1.79,1.64,0.15
Toppits Vershoudfolie 20 meter,4008871200846,Huishouden,Keuken,0.99,0.91,0.08
Hilcona Tortellini Prosciutto 4 Formaggi 250g,7610227919042,"Pasta, Rijst & Granen",Verse pasta,2.79,2.56,0.23
Tortilla Wraps 30cm 18 st 18st,4337182013679,Bakkerij,Wraps,4.99,4.58,0.41
